,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind speed,Country,Date
301,thaba-tseka,-29.52,28.61,53.977999999999966,81,56,2.19,LS,1608246133
302,southbridge,42.08,-72.03,23.26999999999996,70,99,0.89,US,1608246135
303,namibe,-15.2,12.15,66.65,78,87,1.93,AO,1608246136
304,churapcha,62,132.43,-39.225999999999985,80,100,1.1,RU,1608246137
305,san carlos,9.66,-68.58,79.808,70,52,1.13,VE,1608246138
306,borba,-4.39,-59.59,78.63800000000005,81,100,0.9,BR,1608246140
307,ponta do sol,32.67,-17.1,62.86999999999996,72,40,1.5,PT,1608246141
308,ariquemes,-9.91,-63.04,81.71600000000001,69,34,0.63,BR,1608245998
309,fortuna,40.6,-124.16,52.26799999999999,71,40,5.7,US,1608246143
310,honiara,-9.43,159.95,88.06999999999996,74,20,0.94,SB,1608246144
311,kaitangata,-46.28,169.85,62.27599999999999,72,99,1.79,NZ,1608246104
312,saint augustine,29.89,-81.31,53.86999999999996,66,75,2.1,US,1608246147
313,strezhevoy,60.73,77.59,19.66999999999996,85,75,5,RU,1608246148
314,sorland,67.67,12.69,33.458000000000006,93,100,7.68,NO,1608246149
315,tuatapere,-46.13,167.68,66.27200000000005,73,99,2.24,NZ,1608246151
316,taltal,-25.4,-70.48,66.21799999999999,68,22,2.87,CL,1608246020
317,livingstonia,-10.61,34.11,66.65,87,100,1.09,MW,1608246153
318,lingao,19.91,109.69,60.116000000000014,80,100,6.21,CN,1608246154
319,mayo,38.89,-76.51,37.66999999999996,74,1,4.1,US,1608246155
320,redlands,34.06,-117.18,66.46999999999997,25,40,2.6,US,1608246157
321,ambunti,-4.24,142.84,81.21199999999996,85,37,0.68,PG,1608246158
322,rajshahi,24.37,88.6,59.97200000000004,52,0,3.08,BD,1608246048
323,khatanga,71.97,102.5,-24.501999999999974,81,0,4.94,RU,1608246160
324,esperance,-33.87,121.9,57.469999999999956,76,18,3.6,AU,1608246161
325,santiago del estero,-27.8,-64.26,91.27400000000002,42,53,1.79,AR,1608245902
326,port augusta,-32.5,137.77,62.86999999999996,51,75,7.2,AU,1608246164
327,westport,41.14,-73.36,27.26600000000001,51,84,4.12,US,1608246165
328,karratha,-20.74,116.85,87.83599999999997,50,3,2.35,AU,1608245880
329,panguna,-6.32,155.48,78.92599999999999,82,64,1.23,PG,1608246167
330,srikakulam,18.3,83.9,69.31400000000004,79,0,2.27,IN,1608246137
331,ocean city,39.28,-74.57,35.27599999999999,69,90,2.1,US,1608245921
332,moose factory,51.26,-80.61,21.469999999999956,79,1,5.1,CA,1608246171
333,deer lake,49.17,-57.43,25.069999999999958,100,90,1,CA,1608246172
334,anisoc,1.87,10.77,70.592,95,100,0.7,GQ,1608246173
335,burica,,,,,,,,
336,chuy,-33.7,-53.46,69.72799999999997,87,1,4.92,UY,1608246177
337,vila,42.03,-8.16,48.272000000000034,93,86,2.13,PT,1608246178
338,rovaniemi,66.5,25.72,3.46999999999996,84,0,1.5,FI,1608246097
339,rodez,44.5,2.58,42.27799999999996,93,90,1.5,FR,1608246180
340,emba,48.83,58.14,25.088000000000044,97,100,5.46,KZ,1608246182
341,ratnagiri,16.98,73.3,76.67599999999999,58,0,2.27,IN,1608246183
342,marienburg,54.04,19.03,40.26199999999996,100,100,5.31,PL,1608246184
343,san juan,-31.54,-68.54,93.66799999999998,24,2,8.73,AR,1608246185
344,kilimatinde,-5.85,34.95,70.826,68,59,1.12,TZ,1608246186
345,sept-iles,50.2,-66.38,16.069999999999958,66,5,3.1,CA,1608246123
346,akwatia,6.04,-0.81,74.49800000000002,96,84,1.1,GH,1608246189
347,lincoln,40.8,-96.67,37.274000000000015,74,1,2.6,US,1608246150
348,road town,18.42,-64.62,79.26799999999999,87,45,4.47,VG,1608246191
349,lethem,3.38,-59.8,80.924,71,95,3.83,GY,1608246192
350,kobelyaky,49.15,34.2,34.46600000000001,89,100,1.1,UA,1608246194
351,barawe,,,,,,,,
352,yulara,-25.24,130.99,73.66999999999996,60,75,5.7,AU,1608245936
353,talas,38.69,35.55,39.469999999999956,93,75,0.5,TR,1608246197
354,shakhtinsk,49.71,72.59,5.269999999999957,71,0,3,KZ,1608246198
355,tura,25.52,90.22,54.806000000000026,64,0,0.78,IN,1608246200
356,beringovskiy,63.05,179.32,21.325999999999986,97,100,10.72,RU,1608246201
357,tabiauea,,,,,,,,
358,gat,31.61,34.76,56.26400000000004,100,21,1.12,IL,1608246203
359,victoria,22.29,114.16,59.26999999999996,76,64,4.35,HK,1608246119
360,kaniama,-7.57,24.18,66.95600000000003,95,100,0.35,CD,1608246205
361,moyale,3.52,39.06,68.19800000000004,52,32,4.87,KE,1608246207
362,nerchinskiy zavod,51.31,119.61,-18.021999999999984,79,0,1.59,RU,1608246208
363,kudahuvadhoo,2.67,72.89,82.38200000000002,70,14,3.5,MV,1608245913
364,goundam,16.41,-3.67,78.15199999999999,20,44,3.4,ML,1608246210
365,alibag,18.64,72.88,75.46999999999997,83,1,1.5,IN,1608246212
366,portland,45.52,-122.68,52.26799999999999,76,75,2.6,US,1608245696
367,lata,40.16,-8.33,50.26999999999996,93,0,2.1,PT,1608246214
368,craigieburn,-37.6,144.95,59.26999999999996,58,75,7.7,AU,1608246215
369,ossora,59.24,163.07,9.985999999999965,91,100,3.38,RU,1608246216
370,samusu,,,,,,,,
371,sur,22.57,59.53,65.87599999999999,67,2,0.92,OM,1608246219
372,tumannyy,,,,,,,,
373,ankazoabo,-22.28,44.52,77.93599999999998,60,4,3.1,MG,1608246221
374,araouane,18.9,-3.53,73.21999999999997,20,12,3.86,ML,1608246222
375,aljezur,37.32,-8.8,46.274000000000015,100,28,0.45,PT,1608246224
376,kavaratti,10.57,72.64,82.41799999999998,70,21,3.07,IN,1608246225
377,bolivar,37.61,-93.41,46.66999999999996,52,1,4.1,US,1608246165
378,oranjestad,12.52,-70.03,82.66999999999996,74,20,8.7,AW,1608246227
379,qaqortoq,60.72,-46.03,34.06999999999996,55,88,1.15,GL,1608246228
380,dingle,11,122.67,76.13599999999997,90,100,4.63,PH,1608246230
381,antofagasta,-23.65,-70.4,66.46999999999997,77,75,8.2,CL,1608246231
382,port-gentil,-0.72,8.78,79.06999999999996,88,40,3.1,GA,1608246128
383,trenton,40.22,-74.74,35.86999999999996,97,20,2.49,US,1608246233
384,melchor de mencos,17.07,-89.15,88.06999999999996,62,20,2.1,GT,1608246234
385,nizhniy kuranakh,58.84,125.49,-23.458000000000006,83,100,2.01,RU,1608246236
386,coquimbo,-29.95,-71.34,59.26999999999996,77,75,4.6,CL,1608246010
387,leshukonskoye,64.9,45.76,8.906000000000027,95,22,1.91,RU,1608246238
388,guiratinga,-16.35,-53.76,80.67200000000004,55,27,0.44,BR,1608246239
389,san cristobal,7.77,-72.22,84.46999999999997,66,40,2.1,VE,1608245998
390,conceicao do coite,-11.56,-39.28,75.68599999999998,76,66,5,BR,1608246061
391,abu dhabi,24.47,54.37,66.46999999999997,77,0,1.5,AE,1608246002
392,saurimo,-9.66,20.39,64.21999999999997,97,100,2.16,AO,1608246245
393,port lincoln,-34.73,135.87,59.66600000000001,58,100,3.63,AU,1608246246
394,gamba,-2.65,10,74.75,91,99,1.69,GA,1608246247
395,candawaga,,,,,,,,
396,esna,25.29,32.55,57.57799999999996,63,11,4,EG,1608246250
397,vaitape,-16.52,-151.75,81.48200000000003,76,32,6.31,PF,1608246251
398,henties bay,-22.12,14.28,62.27599999999999,89,37,0.89,NA,1608246252
399,dzhusaly,,,,,,,,
400,xichang,27.9,102.26,36.31999999999996,80,94,2.38,CN,1608246035
401,cabras,39.93,8.53,50.26999999999996,84,0,0.89,IT,1608246256
402,temiscaming,46.72,-79.1,14.269999999999957,78,22,1,CA,1608246257
403,fort saint john,,,,,,,,
404,sal,32.57,35.91,52.069999999999965,87,40,3.1,JO,1608246260
405,avera,33.19,-82.53,41.26999999999996,75,90,4.1,US,1608246261
406,lavrentiya,65.58,-171,7.051999999999975,93,100,10.03,RU,1608246262
407,afgoye,,,,,,,,
408,marovoay,-16.1,46.63,78.44000000000003,80,78,2.19,MG,1608246264
409,inuvik,68.35,-133.72,-28.929999999999993,73,89,1.5,CA,1608246250
410,banamba,13.55,-7.45,75.16400000000004,22,98,3.14,ML,1608246267
411,ridgecrest,35.62,-117.67,61.069999999999965,29,20,11.3,US,1608246265
412,tazovskiy,67.47,78.7,9.10399999999995,96,99,4.57,RU,1608246269
413,kholm,59.27,32.85,25.988000000000046,97,96,0.32,RU,1608246270
414,oxbow,49.23,-102.17,31.261999999999954,88,100,4.02,CA,1608246200
415,pontes e lacerda,-15.23,-59.34,82.04000000000002,60,61,0.31,BR,1608246103
416,meulaboh,4.14,96.13,75.91999999999996,89,100,2.51,ID,1608246274
417,sapatgram,26.33,90.11,57.75800000000001,70,1,0.84,IN,1608246275
418,mafeteng,-29.82,27.24,61.95199999999998,62,28,2.23,LS,1608246276
419,cabo san lucas,22.89,-109.91,76.26199999999996,56,40,3.6,MX,1608246129
420,aykhal,66,111.5,-30.72999999999999,66,0,1.83,RU,1608246279
421,lexington,37.99,-84.48,33.27799999999996,80,90,3.1,US,1608246280
422,kondinskoye,59.65,67.41,17.708000000000006,97,100,4.72,RU,1608246281
423,manakara,-22.13,48.02,76.19000000000003,89,0,3.33,MG,1608246282
424,arkadelphia,34.12,-93.05,50.26999999999996,57,1,3.1,US,1608246284
425,grindavik,63.84,-22.43,39.469999999999956,69,0,12.9,IS,1608246285
426,kotel,42.88,26.45,41.26999999999996,100,90,3.1,BG,1608246286
427,opuwo,-18.06,13.84,68.30600000000004,49,55,2.5,NA,1608246287
428,dunedin,-45.87,170.5,61.26799999999999,76,99,10.28,NZ,1608246234
429,saint george,37.1,-113.58,56.26400000000004,27,75,1.5,US,1608246290
430,yerofey pavlovich,53.97,121.97,-16.978000000000016,84,1,2.11,RU,1608246291
431,yerkoy,39.64,34.47,37.47200000000004,81,0,0.35,TR,1608246292
432,farafangana,-22.82,47.83,76.40600000000003,90,15,3.84,MG,1608246294
433,vitim,59.45,112.56,-3.3160000000000096,88,100,2.96,RU,1608246295
434,goure,13.98,10.27,72.26600000000002,25,72,2.68,NE,1608246296
435,bac lieu,9.29,105.72,75.55999999999997,89,75,3.58,VN,1608246005
436,klaksvik,62.23,-6.59,44.86999999999996,93,1,5.1,FO,1608246298
437,lapeer,43.05,-83.32,30.46999999999996,86,90,0.8,US,1608246300
438,wau,7.7,28,70.826,25,69,2.23,SS,1608246301
439,shahrud,36.42,54.98,36.85999999999998,79,100,0.66,IR,1608246302
440,teguldet,57.31,88.17,16.411999999999956,96,100,5.77,RU,1608246304
441,chastyye,57.29,54.97,19.291999999999994,97,100,3.76,RU,1608246305
442,porto nacional,-10.71,-48.42,88.06999999999996,62,20,1.01,BR,1608246306
443,nyurba,63.28,118.33,-31.720000000000013,84,3,1.4,RU,1608246307
444,shahr-e babak,30.12,55.12,43.79000000000002,59,96,2.4,IR,1608246308
445,beisfjord,68.38,17.6,30.46999999999996,54,90,9.3,NO,1608246310
446,copoya,16.72,-93.08,77.26999999999995,61,20,8.7,MX,1608246311
447,mahebourg,-20.41,57.7,77.26999999999995,88,75,6.7,MU,1608246066
448,praia da vitoria,38.73,-27.07,64.66999999999996,77,20,5.52,PT,1608246313
449,khaniotis,40,23.58,46.274000000000015,94,94,1.99,GR,1608246315
450,gewane,10.17,40.65,70.55600000000004,50,13,0.89,ET,1608246316
451,lagoa,39.05,-27.98,62.81600000000001,80,52,10.16,PT,1608246317
452,barra do garcas,-15.89,-52.26,82.976,51,56,0.94,BR,1608246318
453,lucapa,-8.42,20.74,65.858,98,100,1.12,AO,1608246319
454,nalut,30.33,10.85,55.85,45,61,7.19,LY,1608246321
455,hokitika,-42.72,170.97,61.15999999999998,94,99,1.42,NZ,1608246096
456,bekovo,52.47,43.71,30.938000000000045,99,99,5.37,RU,1608246323
457,roros,62.57,11.38,30.46999999999996,86,100,3.1,NO,1608246324
458,waipawa,-41.41,175.52,70.26799999999999,68,46,8.2,NZ,1608246325
459,palmer,42.16,-72.33,22.261999999999954,73,20,4.1,US,1608246326
460,tsiroanomandidy,-18.77,46.03,71.97799999999997,81,86,2.01,MG,1608246328
461,ozinki,51.18,49.68,18.032000000000018,98,98,3.74,RU,1608246329
462,asau,46.43,26.4,36.266000000000005,93,90,1.5,RO,1608246330
463,rehoboth,-23.32,17.08,74.91199999999995,24,80,2.85,NA,1608246331
464,sovetskaya,44.78,41.17,30.883999999999993,96,28,0.58,RU,1608246333
465,lavumisa,-27.31,31.89,75.46999999999997,83,100,1,SZ,1608246334
466,san vicente de canete,-13.08,-76.38,70.05199999999998,77,95,2.61,PE,1608246335
467,general roca,-39.03,-67.58,88.06999999999996,14,0,1.5,AR,1608246336
468,ukiah,39.15,-123.21,53.86999999999996,54,1,6.2,US,1608246100
469,novellara,44.84,10.73,47.26400000000003,93,100,0.7,IT,1608246339
470,kholodnyy,62.72,147.95,-20.23600000000002,84,100,1.17,RU,1608246340
471,lillooet,50.69,-121.94,45.266000000000005,75,1,6.7,CA,1608246341
472,xuanzhou,30.95,118.76,38.911999999999956,85,100,1,CN,1608246343
473,imeni babushkina,59.76,43.13,18.482000000000014,96,99,3.97,RU,1608246344
474,yuli,9.7,10.27,74.33599999999997,21,100,2.57,NG,1608246345
475,shangrao,28.45,117.97,39.992,90,100,0.41,CN,1608246346
476,havoysund,71,24.66,23.26999999999996,67,29,15.4,NO,1608246347
477,mount gambier,-37.83,140.77,57.469999999999956,58,90,3.6,AU,1608246349
478,rio gallegos,-51.62,-69.22,59.26999999999996,51,40,10.3,AR,1608246350
479,olavarria,-36.89,-60.32,85.26199999999996,29,29,2.24,AR,1608246351
480,plettenberg bay,-34.05,23.37,66.36199999999997,80,72,1.14,ZA,1608246352
481,jackson,42.42,-122.83,48.272000000000034,61,75,2.6,US,1608246241
482,broken hill,-31.95,141.43,59.26999999999996,51,19,10.3,AU,1608246094
483,dicabisagan,17.08,122.42,76.94600000000005,84,97,3.97,PH,1608246356
484,inhambane,-23.86,35.38,78.42200000000004,79,89,3.66,MZ,1608246357
485,homer,59.64,-151.55,30.46999999999996,86,90,4.6,US,1608246358
486,togur,58.36,82.83,19.508000000000003,96,100,5.24,RU,1608246359
487,dolbeau,,,,,,,,
488,jalu,29.03,21.55,56.317999999999984,72,90,3.32,LY,1608246362
489,chernyshevskiy,63.01,112.47,-14.83600000000002,91,99,1.23,RU,1608246363
490,atar,20.52,-13.05,64.88599999999997,39,0,4.56,MR,1608246365
491,attawapiskat,,,,,,,,
492,kazalinsk,,,,,,,,
493,kita,13.03,-9.49,76.71199999999996,22,70,1.54,ML,1608246368
494,teya,60.38,92.63,8.527999999999963,91,100,4.62,RU,1608246369
495,yumen,40.28,97.2,13.082000000000015,83,100,0.81,CN,1608246370
496,hofn,64.25,-15.21,40.658,85,100,8.36,IS,1608246372
497,broome,42.25,-75.83,21.469999999999956,79,90,1.5,US,1608246373
498,matagami,49.75,-77.63,3.46999999999996,84,1,3.1,CA,1608246374
499,moerai,-22.43,-151.33,80.09600000000006,77,98,6.5,PF,1608246375
500,byron bay,-28.65,153.62,81.26600000000002,74,2,4.1,AU,1608246308
501,malindi,-3.22,40.12,78.38599999999997,86,35,3.48,KE,1608246378
502,yueyang,29.33,113.09,38.516000000000005,74,87,1.74,CN,1608246379
503,jacmel,18.23,-72.53,75.70399999999995,75,4,1.1,HT,1608246380
504,fairfield,41.27,-73.32,27.26600000000001,73,90,3.1,US,1608246381
505,japura,-0.32,102.35,72.82400000000001,97,100,1.43,ID,1608246383
506,maltahohe,-24.83,16.98,75.12799999999996,20,38,8.37,NA,1608246384
507,adrar,20.5,-10.07,63.067999999999984,37,0,4.79,MR,1608246385
508,bandar-e lengeh,26.56,54.88,66.07400000000001,71,6,1.8,IR,1608246386
509,richard toll,,,,,,,,
510,laguna,38.42,-121.42,58.26199999999996,67,1,3.6,US,1608246389
511,xinxiang,35.31,113.87,31.027999999999963,77,86,2.19,CN,1608246390
512,mehamn,71.04,27.85,14.269999999999957,72,0,5.7,NO,1608246391
513,tucuman,-26.82,-65.22,91.66999999999996,41,40,7.7,AR,1608246296
514,konya,38.17,32.5,44.86999999999996,65,75,1.5,TR,1608246270
515,hirara,24.8,125.28,66.46999999999997,88,20,2.6,JP,1608246395
516,karaul,,,,,,,,
517,obera,-27.49,-55.12,77.234,62,70,0.91,AR,1608246397
518,kautokeino,69.01,23.04,3.3080000000000034,93,60,5.22,NO,1608246399
519,bima,-8.47,118.72,78.42200000000004,84,100,1.4,ID,1608246400
520,oksfjord,70.24,22.35,23.26999999999996,66,0,6.7,NO,1608246401
521,drezna,55.75,38.85,34.06999999999996,86,75,4,RU,1608246402
522,grand centre,,,,,,,,
523,chapais,49.78,-74.85,-3.7299999999999898,83,1,2.1,CA,1608246405
524,houston,29.76,-95.36,57.469999999999956,35,1,1.23,US,1608245925
525,yar-sale,66.83,70.83,-3.945999999999998,88,91,9.09,RU,1608246407
526,krasnoarmeysk,51.02,45.7,30.272000000000038,86,99,1.34,RU,1608246408
527,takoradi,4.88,-1.76,79.08800000000005,88,4,3.58,GH,1608246409
528,iwaki,37.05,140.88,42.27799999999996,67,10,4.23,JP,1608246411
529,poum,-20.23,164.02,79.66400000000004,66,38,3.76,NC,1608246412
530,necochea,-38.55,-58.74,68.26999999999995,66,52,4.47,AR,1608246413
531,cumana,10.46,-64.18,71.86999999999996,100,28,8.2,VE,1608246414
532,black river,18.03,-77.85,82.66999999999996,69,20,5.1,JM,1608246416
533,iracoubo,5.48,-53.2,79.808,84,100,4.29,GF,1608246417
534,sasykoli,47.55,47,26.258000000000003,95,82,3.36,RU,1608246418
535,riyadh,24.69,46.72,59.26999999999996,51,0,2.1,SA,1608246353
536,zivinice,44.45,18.65,32.26999999999996,79,20,0.5,BA,1608246420
537,toora-khem,52.47,96.11,7.430000000000039,91,100,1.08,RU,1608246422
538,ola,59.58,151.28,-7.186000000000021,85,100,5.74,RU,1608246423
539,havelock,34.88,-76.9,45.266000000000005,84,12,0.89,US,1608246424
540,palembang,-2.92,104.75,77.26999999999995,88,40,3.1,ID,1608246425
541,skagastrond,,,,,,,,
542,vao,-22.67,167.48,76.08200000000002,74,55,8.54,NC,1608246428
543,niono,14.25,-5.99,78.368,18,100,4.09,ML,1608246429
544,voyvozh,62.89,54.96,4.298000000000023,93,95,3.79,RU,1608246430
545,port hardy,50.7,-127.42,46.66999999999996,81,75,1.5,CA,1608246431
546,savannah bight,16.45,-85.85,84.46999999999997,70,20,2.6,HN,1608246433
547,ixtapa,20.7,-105.2,75.46999999999997,78,90,3.6,MX,1608246434
548,gushikawa,26.35,127.87,64.66999999999996,82,90,5.7,JP,1608246435
549,san jose,37.34,-121.89,58.26199999999996,66,75,6.2,US,1608246380
550,mbandaka,0.05,18.26,73.77799999999996,89,100,2.5,CD,1608246437
551,valparaiso,-33.04,-71.63,62.27599999999999,77,14,4.1,CL,1608246439
552,uusikaupunki,60.8,21.41,34.06999999999996,100,90,4.1,FI,1608246440
553,boguchany,58.38,97.45,9.824000000000012,94,98,1.93,RU,1608246441
554,walvis bay,-22.96,14.51,62.86999999999996,82,12,2.1,NA,1608246192
555,tabuk,17.42,121.44,71.924,90,92,1.49,PH,1608246444
556,wulanhaote,,,,,,,,
557,sun prairie,43.18,-89.21,30.46999999999996,63,75,0.23,US,1608246446
558,aqtobe,50.28,57.21,25.069999999999958,85,90,4,KZ,1608246283
559,zhangye,38.93,100.45,15.22400000000001,80,100,1.53,CN,1608246449
560,nome,64.5,-165.41,0.2660000000000089,59,1,7.2,US,1608246243
561,berlevag,70.86,29.09,16.069999999999958,66,0,5.7,NO,1608246451
562,nemuro,43.32,145.57,25.951999999999977,86,6,8.76,JP,1608246354
563,dangtu,31.57,118.49,39.469999999999956,64,99,1,CN,1608246454
564,mount barker,-35.07,138.87,60.27799999999996,59,90,1.34,AU,1608246455
565,pradera,3.42,-76.24,80.86999999999996,61,75,5.7,CO,1608246456
566,kemijarvi,66.71,27.43,7.753999999999952,94,17,1.38,FI,1608246457
567,paradwip,,,,,,,,
568,viedma,-40.81,-63,77.80999999999997,18,100,4.1,AR,1608246460
569,santa rosa,14.31,121.11,77.26999999999995,94,75,1,PH,1608246461
570,tosya,41.02,34.04,36.10399999999995,83,28,0.58,TR,1608246462
571,tilichiki,60.47,166.1,3.6679999999999815,94,100,4.91,RU,1608246463
572,one hundred mile house,,,,,,,,
573,abu kamal,34.45,40.92,55.274000000000015,67,0,1.54,SY,1608246466
574,siniscola,40.57,9.69,50.26999999999996,100,40,1,IT,1608246467
575,mudgal,16.02,76.43,66.542,84,0,2.35,IN,1608246468
576,robertsport,6.75,-11.37,80.13200000000002,80,75,3.77,LR,1608246470
577,gangotri,,,,,,,,
578,cockburn town,21.46,-71.14,79.7,81,15,4.61,TC,1608246472
579,la ronge,55.1,-105.28,5.269999999999957,84,100,4.1,CA,1608246473
580,port keats,-14.25,129.55,79.826,84,100,1.41,AU,1608246474
581,campina verde,-19.54,-49.49,79.57400000000001,67,100,2.82,BR,1608246476
582,papasquiaro,,,,,,,,
583,quatre cocos,-20.21,57.76,77.26999999999995,88,75,6.7,MU,1608246479
584,kabirwala,30.41,71.87,43.06999999999996,87,0,0.38,PK,1608246480
585,grand island,40.92,-98.34,34.26799999999999,69,1,3.6,US,1608246377
586,kedainiai,55.29,23.97,37.66999999999996,90,68,5.1,LT,1608246482
587,pemba,-12.97,40.52,80.86999999999996,83,20,2.6,MZ,1608246483
588,micomeseng,2.15,10.62,70.12400000000002,99,90,1.2,GQ,1608246485
589,kaeo,-35.1,173.78,70.826,56,1,2.73,NZ,1608246486
590,camacha,33.08,-16.33,61.069999999999965,72,40,0.5,PT,1608246487
591,shaunavon,49.65,-108.42,30.46999999999996,74,81,3.1,CA,1608246488
592,miraflores,19.22,-98.81,71.86999999999996,26,75,3.1,MX,1608246489
593,barbar,,,,,,,,
594,manggar,-2.88,108.27,79.86199999999997,82,100,4.04,ID,1608246492
595,mosquera,4.71,-74.23,64.66999999999996,48,40,2.1,CO,1608246493
596,camana,-16.62,-72.71,69.89000000000001,72,56,2.55,PE,1608246494
597,oktyabrskoye,43.06,44.74,32.26999999999996,95,48,2,RU,1608246495
598,mathbaria,22.29,89.96,62.74399999999997,60,0,3.11,BD,1608246497
599,kyaikto,17.3,97.02,73.058,79,10,1.21,MM,1608246498
600,tromso,69.65,18.96,25.069999999999958,58,0,8.7,NO,1608246295
601,oranjemund,-28.55,16.43,62.63599999999997,89,62,6.89,NA,1608246500
